id,epic,title_th,title_en,priority,phase,group,legal_ref,actors,be_size,fe_size,ux,be_days,fe_days,sa_days,ux_days,qa_days,depends_on,processes,module_doc,acceptance_criteria,status
BRE-05,BRE,ประเมินความเสี่ยงของเหตุ,Breach risk assessment,Must,P1,ประเมิน,ประกาศแจ้งเหตุละเมิด พ.ศ. 2565,SEC DPO,M,S,N,5,3,1.0,0,2.8,PLT-06,BP-07,docs/modules/BRE.md#bre-05,ผลประเมินได้ระดับความเสี่ยงพร้อมเหตุผลตามปัจจัย,done
BRE-06,BRE,ตัดสินหน้าที่แจ้งพร้อมเหตุผล,Notification decision,Must,P1,ประเมิน,ม.37(4),DPO EXEC,S,S,N,3,3,0.7,0,2.1,BRE-05,BP-07,docs/modules/BRE.md#bre-06,ทุกการตัดสินมีเหตุผลและผู้อนุมัติ,done
BRE-07,BRE,นับเวลา 72 ชั่วโมง,72-hour countdown,Must,P1,แจ้ง,ม.37(4),SCHED,S,S,N,3,3,0.7,0,2.1,PLT-05,BP-07,docs/modules/BRE.md#bre-07,แจ้งเตือนครบทุกจุดเวลาและ escalate เมื่อใกล้ครบ 72 ชั่วโมง,done
BRE-08,BRE,แจ้งล่าช้าพร้อมเหตุผล,Late notification,Must,P1,แจ้ง,ประกาศแจ้งเหตุละเมิด พ.ศ. 2565 + คำชี้แจง สคส.,DPO,S,S,N,3,3,0.7,0,2.1,BRE-07,BP-07,docs/modules/BRE.md#bre-08,แบบแจ้งที่ล่าช้าส่งไม่ได้ถ้าไม่มีเหตุผล,done
BRE-09,BRE,แบบแจ้ง สคส. และแจ้งเพิ่มเติมเป็นระยะ,PDPC notification & phased reporting,Must,P1,แจ้ง,ประกาศแจ้งเหตุละเมิด พ.ศ. 2565,DPO PDPC,M,M,Y,5,5,1.2,2.0,3.5,PLT-16,BP-07,docs/modules/BRE.md#bre-09,แบบแจ้งมีหัวข้อครบตามประกาศและเก็บหลักฐานการยื่นทุกรอบ,done
BRE-10,BRE,แจ้งเจ้าของข้อมูลเมื่อความเสี่ยงสูง,Data subject notification,Must,P1,แจ้ง,ม.37(4),DPO DS,M,S,N,5,3,1.0,0,2.8,PLT-04,BP-07,docs/modules/BRE.md#bre-10,"ส่งแจ้ง 10,000 รายได้และติดตามผลการส่งรายคน",done
BRE-12,BRE,หลักฐานและลำดับเหตุการณ์,Evidence & timeline,Must,P1,ตอบสนอง,ม.37(4),SEC,S,M,N,3,5,1.0,0,2.8,"PLT-07, PLT-12",BP-07,docs/modules/BRE.md#bre-12,timeline แสดงทุกการตัดสินใจพร้อมเวลาและผู้ตัดสิน,done
BRE-13,BRE,ประวัติและสืบค้นเหตุ,History & search,Must,P1,ติดตาม,แนวปฏิบัติตลาด,DPO,XS,S,N,1,3,0.5,0,1.4,BRE-02,BP-07,docs/modules/BRE.md#bre-13,ค้นหาเหตุย้อนหลังได้ครบ,done
BRE-11,BRE,แผนตอบสนองและงานควบคุมเหตุ,Response playbook & tasks,Should,P3,ตอบสนอง,แนวปฏิบัติตลาด,SEC,M,M,Y,5,5,1.2,2.0,3.5,PLT-05,BP-07,docs/modules/BRE.md#bre-11,เลือกประเภทเหตุแล้วได้ชุดงานตาม playbook,todo
BRE-14,BRE,รายงานและสถิติเหตุละเมิด,Breach reports,Should,P3,ติดตาม,แนวปฏิบัติตลาด,DPO EXEC,S,M,N,3,5,1.0,0,2.8,PLT-18,BP-07,docs/modules/BRE.md#bre-14,รายงานแสดงเวลาตั้งแต่ทราบเหตุถึงแจ้ง สคส. ของทุกเหตุ,todo
BRE-15,BRE,วิเคราะห์สาเหตุและบทเรียน,Root cause & lessons learned,Should,P3,ติดตาม,ม.37(1),SEC,S,S,N,3,3,0.7,0,2.1,BRE-02,BP-07,docs/modules/BRE.md#bre-15,มาตรการป้องกันซ้ำถูกติดตามจนเสร็จ,todo
BRE-16,BRE,ซ้อมรับมือเหตุละเมิด,Breach drill,Nice,P4,ซ้อม,แนวปฏิบัติตลาด,SEC DPO,S,S,N,3,3,0.7,0,2.1,BRE-02,BP-07,docs/modules/BRE.md#bre-16,เหตุซ้อมไม่ปนกับเหตุจริงในรายงาน,todo
BRE-17,BRE,AI ช่วยประเมินเหตุและร่างรายงาน,AI breach assistant,Nice,P4,AI,แนวโน้มตลาด,DPO LLM,M,S,N,5,3,1.0,0,2.8,PLT-22,BP-07,docs/modules/BRE.md#bre-17,ร่างจาก AI ต้องมีคนยืนยันก่อนใช้,todo
DPO-01,DPO,ทะเบียนการแต่งตั้งและข้อมูล DPO,DPO appointment & profile,Must,P1,DPO,ม.41,ORGADMIN DPO PDPC,S,S,N,3,3,0.7,0,2.1,ORG-01,,docs/modules/DPO.md#dpo-01,ประกาศทุกฉบับแสดงช่องทางติดต่อ DPO ล่าสุด,todo
DPO-04,DPO,แดชบอร์ด DPO,DPO dashboard,Should,P1,งาน DPO,ม.42,DPO,M,M,Y,5,5,1.2,2.0,3.5,PLT-18,,docs/modules/DPO.md#dpo-04,ตัวเลขทุก widget ตรงกับข้อมูลในโมดูล,todo
DPO-05,DPO,ศูนย์แจ้งเตือนรวม,Notification center,Must,P1,งาน DPO,ม.42,DPO SCHED,M,M,Y,5,5,1.2,2.0,3.5,"PLT-05, PLT-04",,docs/modules/DPO.md#dpo-05,งานใกล้ครบกำหนดจากทุกโมดูลแสดงในหน้าเดียว,todo
DPO-09,DPO,ประเมินมาตรการความปลอดภัย,Security measures assessment,Must,P1,ประเมิน,ประกาศมาตรการความปลอดภัย พ.ศ. 2565,SEC DPO,M,S,N,5,3,1.0,0,2.8,PLT-06,,docs/modules/DPO.md#dpo-09,ข้อที่ไม่ผ่านสร้างงานแก้ไขอัตโนมัติ,todo
DPO-02,DPO,ประเมินหน้าที่ต้องแต่งตั้ง DPO,DPO requirement check,Should,P3,DPO,ม.41; ประกาศ สคส. เรื่อง DPO ตามมาตรา 41(2) พ.ศ. 2566,ORGADMIN DPO,S,S,N,3,3,0.7,0,2.1,PLT-06,,docs/modules/DPO.md#dpo-02,ผลประเมินระบุว่าต้องแต่งตั้งหรือไม่พร้อมเหตุผลอ้างประกาศ,todo
DPO-06,DPO,Tasks Management,DPO task management,Should,P3,งาน DPO,แนวปฏิบัติตลาด,DPO EMP,M,M,Y,5,5,1.2,2.0,3.5,PLT-05,,docs/modules/DPO.md#dpo-06,งานที่สร้างอัตโนมัติมีที่มาและลิงก์กลับ,todo
DPO-07,DPO,รับคำปรึกษาจากหน่วยงาน,Advisory requests,Should,P3,งาน DPO,ม.42(1),EMP DPO,S,S,N,3,3,0.7,0,2.1,PLT-05,,docs/modules/DPO.md#dpo-07,คำถามที่ตอบแล้วค้นได้ในคลังคำตอบ,todo
DPO-08,DPO,ปฏิทินงาน compliance,Compliance calendar,Should,P3,งาน DPO,ม.42(2),DPO,S,M,N,3,5,1.0,0,2.8,PLT-05,,docs/modules/DPO.md#dpo-08,ปฏิทินแสดงกิจกรรมจากทุกโมดูลตรงกับกำหนดการจริง,todo
DPO-10,DPO,คะแนนความพร้อมรายหน่วยงาน,Compliance scorecard,Should,P3,ประเมิน,แนวปฏิบัติตลาด,DPO EXEC,M,M,Y,5,5,1.2,2.0,3.5,RRA-13,,docs/modules/DPO.md#dpo-10,คะแนนคำนวณซ้ำได้และอธิบายที่มาได้,todo
DPO-11,DPO,รายงานการปฏิบัติหน้าที่ DPO และรายงานผู้บริหาร,DPO & executive reports,Should,P3,รายงาน,ม.42,DPO EXEC,S,S,N,3,3,0.7,0,2.1,PLT-18,,docs/modules/DPO.md#dpo-11,รายงานถูกส่งตามเวลาที่ตั้ง,todo
DPO-12,DPO,คลังเอกสารกฎหมายและ FAQ,Knowledge base,Should,P3,ความรู้,แนวปฏิบัติตลาด,EMP DPO,S,M,N,3,5,1.0,0,2.8,T40,,docs/modules/DPO.md#dpo-12,ค้นหาเอกสารภาษาไทยได้,todo
DPO-03,DPO,ความเป็นอิสระและผลประโยชน์ทับซ้อน,Independence & conflict of interest,Nice,P4,DPO,ม.42,DPO,XS,S,N,1,3,0.5,0,1.4,PLT-06,,docs/modules/DPO.md#dpo-03,มีคำรับรองที่ลงนามทุกปี,todo
DPIA-01,DPIA,แบบคัดกรองความจำเป็นในการทำ DPIA,DPIA screening,Must,P2,คัดกรอง,ม.37(1); TDPG 4.0-P (จุฬาฯ),OWNER DPO,S,S,N,3,3,0.7,0,2.1,PLT-06,BP-08,docs/modules/DPIA.md#dpia-01,ผลคัดกรองตรงตามเกณฑ์ที่ตั้งทุกกรณีทดสอบ,todo
DPIA-02,DPIA,เกณฑ์คะแนนและเงื่อนไขบังคับทำ DPIA,Configurable threshold rules,Must,P2,คัดกรอง,TDPG 4.0-P,DPO,S,S,N,3,3,0.7,0,2.1,DPIA-01,BP-08,docs/modules/DPIA.md#dpia-02,เปลี่ยนเกณฑ์แล้วผลคัดกรองรอบใหม่ใช้เกณฑ์ใหม่,todo
DPIA-03,DPIA,คลัง template แบบประเมิน,Assessment template library,Must,P2,แบบประเมิน,แนวปฏิบัติตลาด,DPO,S,S,N,3,3,0.7,0,2.1,"PLT-06, T34",BP-08,docs/modules/DPIA.md#dpia-03,clone template แล้วแก้ได้โดยไม่กระทบต้นฉบับ,todo
DPIA-04,DPIA,อธิบายกิจกรรมโดยดึงข้อมูลจาก RoPA,Processing description from RoPA,Must,P2,แบบประเมิน,ม.39,OWNER,M,S,N,5,3,1.0,0,2.8,ROPA-03,BP-08,docs/modules/DPIA.md#dpia-04,ข้อมูลที่ดึงจาก RoPA ตรงกับกิจกรรมต้นทาง,todo
DPIA-05,DPIA,ประเมินความจำเป็นและความได้สัดส่วน,Necessity & proportionality,Must,P2,แบบประเมิน,"ม.22, ม.24, ม.26",OWNER DPO,S,S,N,3,3,0.7,0,2.1,DPIA-03,BP-08,docs/modules/DPIA.md#dpia-05,ตอบครบแล้วสรุปผลความจำเป็นได้,todo
DPIA-06,DPIA,ระบุและให้คะแนนความเสี่ยง,Risk identification & scoring,Must,P2,ความเสี่ยง,ม.37(1),DPO OWNER,M,M,Y,5,5,1.2,2.0,3.5,RRA-02,BP-08,docs/modules/DPIA.md#dpia-06,คะแนนความเสี่ยงคำนวณตาม matrix ของ tenant,todo
DPIA-07,DPIA,มาตรการลดความเสี่ยงและความเสี่ยงคงเหลือ,Mitigation & residual risk,Must,P2,ความเสี่ยง,ม.37(1); ประกาศมาตรการความปลอดภัย พ.ศ. 2565,DPO IT,M,M,N,5,5,1.2,0,3.5,DPIA-06,BP-08,docs/modules/DPIA.md#dpia-07,ความเสี่ยงคงเหลือคำนวณใหม่เมื่อเพิ่มมาตรการ,todo
DPIA-09,DPIA,เชิญผู้ร่วมประเมิน,Collaboration & invitations,Must,P2,Workflow,แนวปฏิบัติตลาด,DPO IT GUEST,M,M,Y,5,5,1.2,2.0,3.5,"IAM-04, PLT-07",BP-08,docs/modules/DPIA.md#dpia-09,ผู้ร่วมประเมินแก้ได้เฉพาะส่วนที่ได้รับมอบหมาย,todo
DPIA-10,DPIA,ความเห็น DPO และการอนุมัติ,DPO opinion & sign-off,Must,P2,Workflow,ม.42; TDPG 4.0-P,DPO EXEC,S,S,N,3,3,0.7,0,2.1,PLT-08,BP-08,docs/modules/DPIA.md#dpia-10,DPIA ปิดได้เมื่อมีความเห็น DPO และการอนุมัติครบ,todo
DPIA-12,DPIA,ทะเบียนและสถานะ DPIA,DPIA register & status,Must,P2,ติดตาม,ม.37(1),DPO EXEC,S,M,Y,3,5,1.0,2.0,2.8,DPIA-01,BP-08,docs/modules/DPIA.md#dpia-12,สถานะในทะเบียนตรงกับขั้นตอนจริงของแต่ละ DPIA,todo
DPIA-14,DPIA,ประวัติเวอร์ชันและ audit trail,Version history & audit trail,Must,P2,ติดตาม,ม.37(1),DPO AUDIT,XS,S,N,1,3,0.5,0,1.4,"PLT-08, PLT-12",BP-08,docs/modules/DPIA.md#dpia-14,เห็นความต่างของคำตอบระหว่างรอบได้,todo
DPIA-15,DPIA,ออกรายงาน DPIA,DPIA report export,Must,P2,รายงาน,แนวปฏิบัติตลาด,DPO AUDIT,S,XS,N,3,1,0.5,0,1.4,PLT-16,BP-08,docs/modules/DPIA.md#dpia-15,รายงานแสดงคะแนน มาตรการ และผู้อนุมัติครบ,todo
DPIA-08,DPIA,เชื่อมทะเบียนความเสี่ยงและงานแก้ไข,Link to risk register & tasks,Should,P3,ความเสี่ยง,ม.37(1),DPO,S,XS,N,3,1,0.5,0,1.4,RRA-09,BP-08,docs/modules/DPIA.md#dpia-08,ความเสี่ยงคงเหลือปรากฏในทะเบียนพร้อมลิงก์กลับ,todo
DPIA-11,DPIA,บันทึกการปรึกษาผู้มีส่วนได้เสีย,Stakeholder consultation log,Should,P3,Workflow,TDPG 4.0-P,DPO,S,S,N,3,3,0.7,0,2.1,DPIA-03,BP-08,docs/modules/DPIA.md#dpia-11,รายงาน DPIA แสดงบันทึกการปรึกษา,todo
DPIA-13,DPIA,ทบทวนเมื่อกิจกรรมเปลี่ยนหรือครบรอบ,Re-assessment triggers,Should,P3,ติดตาม,ม.37(1); TDPG 4.0-P,SCHED DPO,S,XS,N,3,1,0.5,0,1.4,PLT-11,BP-08,docs/modules/DPIA.md#dpia-13,เหตุละเมิดที่ผูกกิจกรรมทำให้ DPIA ที่เกี่ยวข้องถูกทำเครื่องหมายทบทวน,todo
DPIA-16,DPIA,ประเมินฐานประโยชน์โดยชอบด้วยกฎหมาย (LIA),Legitimate interest assessment,Should,P3,ประเภทอื่น,ม.24(5),OWNER DPO,S,S,N,3,3,0.7,0,2.1,DPIA-03,BP-08,docs/modules/DPIA.md#dpia-16,กิจกรรมที่ใช้ฐาน ม.24(5) ต้องมี LIA ที่อนุมัติ,todo
DPIA-17,DPIA,ประเมินผลกระทบของระบบ AI,AI impact assessment,Nice,P4,ประเภทอื่น,แนวโน้มตลาด,DPO IT,S,S,N,3,3,0.7,0,2.1,DPX-12,BP-08,docs/modules/DPIA.md#dpia-17,ระบบ AI ในทะเบียนมีผลประเมินล่าสุด,todo
DPIA-18,DPIA,AI ช่วยกรอกแบบประเมินจากเอกสาร,AI-assisted drafting,Nice,P4,AI,แนวโน้มตลาด,OWNER LLM,M,S,N,5,3,1.0,0,2.8,PLT-22,BP-08,docs/modules/DPIA.md#dpia-18,คำตอบจาก AI ไม่ถูกบันทึกจนกว่าผู้ประเมินยืนยัน,todo
RRA-01,RRA,ประเมินความเสี่ยงรายกิจกรรม,Activity risk scoring,Must,P2,ประเมิน,ม.37(1); ประกาศมาตรการความปลอดภัย พ.ศ. 2565,SCHED DPO,M,S,N,5,3,1.0,0,2.8,"RRA-02, ROPA-03",,docs/modules/RRA.md#rra-01,คะแนนเปลี่ยนตามข้อมูล RoPA และอธิบายปัจจัยที่ทำให้สูงได้,todo
RRA-02,RRA,ตั้งค่า risk matrix,Configurable risk matrix,Must,P2,ประเมิน,แนวปฏิบัติตลาด,DPO,M,M,Y,5,5,1.2,2.0,3.5,PLT-01,,docs/modules/RRA.md#rra-02,เปลี่ยน matrix แล้วคะแนนทุกโมดูลคำนวณตามค่าใหม่,todo
RRA-03,RRA,ส่งต่อทำ DPIA อัตโนมัติ,DPIA trigger,Must,P2,ประเมิน,TDPG 4.0-P,SCHED OWNER,S,XS,N,3,1,0.5,0,1.4,DPIA-01,,docs/modules/RRA.md#rra-03,กิจกรรมเสี่ยงสูงมี DPIA ถูกสร้างอัตโนมัติ,todo
RRA-04,RRA,วิเคราะห์ช่องว่างทางกฎหมายอัตโนมัติ,Automated legal gap analysis,Must,P2,ช่องว่าง,"ม.23, ม.24, ม.26, ม.28-29, ม.39",DPO SCHED,M,M,Y,5,5,1.2,2.0,3.5,"ROPA-03, PNG-01",,docs/modules/RRA.md#rra-04,ช่องว่างทุกประเภทใน rule ถูกตรวจพบในชุดข้อมูลทดสอบ,todo
RRA-06,RRA,มาตรการควบคุมและความเสี่ยงคงเหลือ,Controls & residual risk,Must,P2,จัดการ,ม.37(1),DPO OWNER,S,S,N,3,3,0.7,0,2.1,RRA-02,,docs/modules/RRA.md#rra-06,ความเสี่ยงคงเหลือลดลงตามมาตรการที่ผูก,todo
RRA-07,RRA,สร้างงานแก้ไขจากช่องว่าง,Remediation tasks,Must,P2,จัดการ,แนวปฏิบัติตลาด,DPO OWNER,S,S,N,3,3,0.7,0,2.1,PLT-05,,docs/modules/RRA.md#rra-07,ปิดงานแล้วช่องว่างหายไปเมื่อ rule ผ่าน,todo
RRA-05,RRA,Checklist ตรวจสอบกิจกรรม,Activity checklist,Should,P3,ช่องว่าง,แนวปฏิบัติตลาด,OWNER DPO,S,S,N,3,3,0.7,0,2.1,PLT-06,,docs/modules/RRA.md#rra-05,คำถามและคำตอบถูกเก็บในกิจกรรม,todo
RRA-08,RRA,ยอมรับความเสี่ยงพร้อมผู้อนุมัติ,Risk acceptance,Should,P3,จัดการ,แนวปฏิบัติตลาด,EXEC DPO,S,S,N,3,3,0.7,0,2.1,PLT-08,,docs/modules/RRA.md#rra-08,การยอมรับหมดอายุและเตือนทบทวนตามวันที่ตั้ง,todo
RRA-09,RRA,ทะเบียนความเสี่ยงด้านข้อมูลส่วนบุคคล,Privacy risk register,Should,P3,ติดตาม,ม.37(1),DPO SEC,M,M,Y,5,5,1.2,2.0,3.5,RRA-02,,docs/modules/RRA.md#rra-09,ความเสี่ยงจาก DPIA / RoPA / คู่ค้ารวมอยู่ในทะเบียนเดียว,todo
RRA-10,RRA,Heatmap และแดชบอร์ดความเสี่ยง,Risk heatmap & dashboard,Should,P3,ติดตาม,แนวปฏิบัติตลาด,DPO EXEC,S,M,Y,3,5,1.0,2.0,2.8,PLT-18,,docs/modules/RRA.md#rra-10,คลิกช่อง heatmap แล้วเห็นรายการความเสี่ยงของช่องนั้น,todo
RRA-11,RRA,แสดงจุดเสี่ยงบนรายการและแผนผัง,Risk flags on RoPA / data flow,Should,P3,ติดตาม,ม.37(1),OWNER DPO,S,S,N,3,3,0.7,0,2.1,DFG-01,,docs/modules/RRA.md#rra-11,กิจกรรมเสี่ยงสูงแสดงเด่นทั้งในรายการและแผนผัง,todo
RRA-12,RRA,ประเมินซ้ำเมื่อกิจกรรมเปลี่ยนหรือครบรอบ,Re-assessment,Should,P3,ติดตาม,ม.37(1),SCHED,S,XS,N,3,1,0.5,0,1.4,PLT-11,,docs/modules/RRA.md#rra-12,คะแนนอัปเดตภายใน 1 นาทีหลังแก้ RoPA,todo
RRA-13,RRA,คะแนนความพร้อมรายหน่วยงาน,Compliance score,Should,P3,ติดตาม,แนวปฏิบัติตลาด,DPO EXEC,M,S,N,5,3,1.0,0,2.8,RRA-04,,docs/modules/RRA.md#rra-13,คะแนนอธิบายได้ว่าหักจากช่องว่างใด,todo
RRA-14,RRA,รายงานความเสี่ยงสำหรับผู้บริหาร,Executive risk report,Should,P3,รายงาน,แนวปฏิบัติตลาด,EXEC,S,S,N,3,3,0.7,0,2.1,PLT-16,,docs/modules/RRA.md#rra-14,รายงานสร้างได้ในคลิกเดียวและตรงกับทะเบียน,todo
VEN-01,VEN,ทะเบียนคู่ค้าและผู้ประมวลผล,Vendor registry,Must,P2,ทะเบียน,ม.40,PROC OWNER,M,M,Y,5,5,1.2,2.0,3.5,ORG-06,BP-09,docs/modules/VEN.md#ven-01,คู่ค้าหนึ่งรายมีหน้าเดียวที่รวมข้อมูลทุกโมดูล,todo
VEN-02,VEN,จัดระดับความเสี่ยงคู่ค้า,Vendor tiering,Must,P2,ทะเบียน,"ม.37(1), ม.40",PROC DPO,S,S,N,3,3,0.7,0,2.1,RRA-02,BP-09,docs/modules/VEN.md#ven-02,tier ถูกคำนวณตามเกณฑ์และกำหนดแบบประเมินที่ต้องส่ง,todo
VEN-04,VEN,คลังแบบประเมินคู่ค้า,Questionnaire templates,Must,P2,ประเมิน,ม.40; ประกาศมาตรการความปลอดภัย พ.ศ. 2565,DPO SEC,S,S,N,3,3,0.7,0,2.1,"PLT-06, T34",BP-09,docs/modules/VEN.md#ven-04,มี template พร้อมใช้อย่างน้อย 3 ชุด,todo
VEN-05,VEN,พอร์ทัลให้คู่ค้าตอบแบบประเมิน,Vendor portal,Must,P2,ประเมิน,แนวปฏิบัติตลาด,VENDOR,M,M,Y,5,5,1.2,2.0,3.5,"IAM-04, PLT-17",BP-09,docs/modules/VEN.md#ven-05,คู่ค้าตอบได้โดยไม่ต้องมีบัญชีผู้ใช้เต็มรูปแบบ,todo
VEN-07,VEN,คำนวณคะแนนความเสี่ยงอัตโนมัติ,Automated scoring,Must,P2,ผลประเมิน,แนวปฏิบัติตลาด,SEC DPO,M,S,N,5,3,1.0,0,2.8,"VEN-04, RRA-02",BP-09,docs/modules/VEN.md#ven-07,คะแนนคำนวณถูกต้องตามน้ำหนักทุกกรณีทดสอบ,todo
VEN-08,VEN,อนุมัติหรือปฏิเสธคู่ค้า,Approval workflow,Must,P2,ผลประเมิน,แนวปฏิบัติตลาด,DPO EXEC,S,S,N,3,3,0.7,0,2.1,PLT-08,BP-09,docs/modules/VEN.md#ven-08,อนุมัติแบบมีเงื่อนไขสร้างแผนแก้ไขอัตโนมัติ,todo
VEN-11,VEN,ผูกคู่ค้ากับสัญญาและกิจกรรม,Link to DPA / DSA / RoPA,Must,P2,ติดตาม,ม.40,PROC DPO,S,S,N,3,3,0.7,0,2.1,"DPA-10, ROPA-08",BP-09,docs/modules/VEN.md#ven-11,คู่ค้าที่เป็นผู้ประมวลผลแต่ไม่มี DPA ถูกแจ้งเตือน,todo
VEN-03,VEN,ผู้ประมวลผลช่วง,Sub-processor management,Should,P3,ทะเบียน,ม.40,VENDOR DPO,S,S,N,3,3,0.7,0,2.1,VEN-01,BP-09,docs/modules/VEN.md#ven-03,ผู้ประมวลผลช่วงที่ยังไม่อนุมัติแสดงเตือน,todo
VEN-06,VEN,ตรวจหลักฐานและใบรับรอง,Evidence & certificates,Should,P3,ประเมิน,แนวปฏิบัติตลาด,VENDOR SEC,S,S,N,3,3,0.7,0,2.1,VEN-01,BP-09,docs/modules/VEN.md#ven-06,ใบรับรองใกล้หมดอายุถูกแจ้งเตือนล่วงหน้า,todo
VEN-09,VEN,แผนแก้ไขข้อบกพร่องของคู่ค้า,Vendor remediation plan,Should,P3,ผลประเมิน,แนวปฏิบัติตลาด,VENDOR PROC,S,S,N,3,3,0.7,0,2.1,IAM-04,BP-09,docs/modules/VEN.md#ven-09,คู่ค้าอัปเดตความคืบหน้าผ่านลิงก์ได้,todo
VEN-10,VEN,ประเมินซ้ำตามรอบ,Periodic re-assessment,Should,P3,ติดตาม,ม.37(1),SCHED,S,XS,N,3,1,0.5,0,1.4,VEN-02,BP-09,docs/modules/VEN.md#ven-10,คู่ค้าถูกส่งแบบประเมินซ้ำตามรอบโดยไม่ต้องสั่งเอง,todo
VEN-12,VEN,เหตุละเมิดที่เกี่ยวกับคู่ค้า,Vendor incidents,Should,P3,ติดตาม,ม.40(2),VENDOR SEC,S,XS,N,3,1,0.5,0,1.4,BRE-03,BP-09,docs/modules/VEN.md#ven-12,ประวัติเหตุของคู่ค้าแสดงครบ,todo
VEN-13,VEN,แดชบอร์ดความเสี่ยงคู่ค้า,Vendor risk dashboard,Should,P3,ติดตาม,แนวปฏิบัติตลาด,DPO EXEC,S,M,N,3,5,1.0,0,2.8,PLT-18,BP-09,docs/modules/VEN.md#ven-13,ตัวเลขตรงกับทะเบียนคู่ค้า,todo
VEN-14,VEN,ยุติการใช้บริการ,Vendor offboarding,Should,P3,ยุติ,"ม.37(3), ม.40",PROC VENDOR,S,S,N,3,3,0.7,0,2.1,VEN-01,BP-09,docs/modules/VEN.md#ven-14,ยุติคู่ค้าได้เมื่อมีใบยืนยันการทำลายและปิดสิทธิ์ครบ,todo
VEN-15,VEN,AI ช่วยประเมินคู่ค้า,AI vendor assessment,Nice,P4,AI,แนวโน้มตลาด,SEC LLM,M,S,N,5,3,1.0,0,2.8,PLT-22,BP-09,docs/modules/VEN.md#ven-15,ข้อเสนอจาก AI ต้องมีคนยืนยันก่อนบันทึก,todo
DPA-01,DPA,Template DPA มาตรฐาน,DPA templates,Must,P2,สร้าง,ม.40,LEGAL,S,S,N,3,3,0.7,0,2.1,"PLT-16, T34",BP-10,docs/modules/DPA.md#dpa-01,มี template ภาษาไทยและอังกฤษพร้อมใช้,todo
DPA-02,DPA,สร้างแบบกรอกเองและแบบอัตโนมัติ,Manual & automatic generation,Must,P2,สร้าง,ม.40,LEGAL PROC,L,M,Y,10,5,1.8,2.0,5.2,"DPA-01, VEN-01, ROPA-03",BP-10,docs/modules/DPA.md#dpa-02,สร้างร่าง DPA จากคู่ค้าและกิจกรรมได้ภายใน 10 นาที,todo
DPA-03,DPA,ข้อกำหนดที่ต้องมี,Mandatory clauses,Must,P2,ข้อกำหนด,"ม.40(1)-(3), ม.28-29",LEGAL,S,S,N,3,3,0.7,0,2.1,DPA-02,BP-10,docs/modules/DPA.md#dpa-03,สัญญาที่ขาด clause บังคับส่งอนุมัติไม่ได้,todo
DPA-04,DPA,ภาคผนวกรายละเอียดการประมวลผล,Processing schedule,Must,P2,ข้อกำหนด,ม.40,LEGAL,S,S,N,3,3,0.7,0,2.1,DPA-02,BP-10,docs/modules/DPA.md#dpa-04,ภาคผนวกตรงกับข้อมูล RoPA ของกิจกรรมที่เลือก,todo
DPA-10,DPA,ทะเบียน DPA และแจ้งเตือนหมดอายุ,DPA register & expiry alerts,Must,P2,ติดตาม,ม.40,LEGAL SCHED,S,M,N,3,5,1.0,0,2.8,DPA-02,BP-10,docs/modules/DPA.md#dpa-10,สัญญาใกล้หมดอายุถูกแจ้งเตือนตามเวลาที่ตั้ง,todo
DPA-11,DPA,ผูก DPA กับคู่ค้าและกิจกรรม,Link to vendor & RoPA,Must,P2,ติดตาม,ม.40,PROC DPO,S,S,N,3,3,0.7,0,2.1,VEN-01,BP-10,docs/modules/DPA.md#dpa-11,เปิดคู่ค้าแล้วเห็น DPA และกิจกรรมที่เกี่ยวข้อง,todo
DPA-05,DPA,ข้อสัญญาการโอนต่างประเทศ,Cross-border clauses,Should,P3,ข้อกำหนด,ประกาศ สคส. ตามมาตรา 29 พ.ศ. 2566,LEGAL DPO,S,XS,N,3,1,0.5,0,1.4,DPX-06,BP-10,docs/modules/DPA.md#dpa-05,สัญญาที่มีการโอนต่างประเทศมี clause ครบ,todo
DPA-06,DPA,แก้ไขเอกสารในระบบ,In-app editor,Should,P3,ข้อกำหนด,แนวปฏิบัติตลาด,LEGAL,S,M,N,3,5,1.0,0,2.8,PLT-16,BP-10,docs/modules/DPA.md#dpa-06,ปรับรูปแบบแล้วไฟล์ที่ส่งออกตรงกับที่เห็น,todo
DPA-07,DPA,ตรวจทานและอนุมัติ,Review & approval,Should,P3,กำกับ,แนวปฏิบัติตลาด,DPO LEGAL,XS,S,N,1,3,0.5,0,1.4,PLT-08,BP-10,docs/modules/DPA.md#dpa-07,ส่งลงนามได้หลังอนุมัติเท่านั้น,todo
DPA-08,DPA,เวอร์ชันและประวัติการดาวน์โหลด,Versions & download history,Should,P3,กำกับ,แนวปฏิบัติตลาด,LEGAL,S,S,N,3,3,0.7,0,2.1,PLT-08,BP-10,docs/modules/DPA.md#dpa-08,เห็นว่าใครดาวน์โหลดเวอร์ชันใดเมื่อไร,todo
DPA-09,DPA,ส่งออกและลงนามอิเล็กทรอนิกส์,Export & e-signature,Should,P3,ลงนาม,พ.ร.บ.ว่าด้วยธุรกรรมทางอิเล็กทรอนิกส์ พ.ศ. 2544,VENDOR ESIGN LEGAL,M,S,N,5,3,1.0,0,2.8,T35,BP-10,docs/modules/DPA.md#dpa-09,ไฟล์ที่ลงนามแล้วถูกเก็บกลับเข้าระบบอัตโนมัติ,todo
